Raw name,Mapped name,Normalized name,Language
architektengruppe rosengartpartner gbr,,architektengruppe rosengartpartner gbr,no
architektenkammer badenwuerttemberg,,architektenkammer badenwuerttemberg,de
architektenkammer der freien hansestadt bremen,,architektenkammer der freien hansestadt bremen,no
architektenkammer niedersachsen,,architektenkammer niedersachsen,de
architekturbãro joseph pfoederl,,architekturbãro joseph pfoederl,nl
architekturbãro schãnbauer,,architekturbãro schãnbauer,de
architekturbãro vogt,,architekturbãro vogt,de
architekturbro schnbauer,,architekturbro schnbauer,de
architekturbuero,,architekturbuero,de
architekturbuero joseph pfoederl,,architekturbuero joseph pfoederl,nl
archologisches bro,,archologisches bro,en
archon bock  hoeppner gbr,,archon bock  hoeppner gbr,en
archway electrical,,archway electrical,en
archway electrical ltd,,archway electrical ltd,en
arcm,,arcm,ca
arco atholl ltd,,arco atholl ltd,en
arco ltd,,arco ltd,it
arco professional safety services,,arco professional safety services,en
arco professional safety services ltd,,arco professional safety services ltd,en
arco soluciones y disenos sl,,arco soluciones y disenos sl,es
arconic,,arconic,it
arconic  fairchild fasteners,,arconic  fairchild fasteners,en
arconic extrusions hannover,,arconic extrusions hannover,en
arconic fastening systems  rings,,arconic fastening systems  rings,en
arconic fixations simmond sas,,arconic fixations simmond sas,en
arconic fixations simmonds sas,,arconic fixations simmonds sas,en
arconic forging  extrusions,,arconic forging  extrusions,en
arconic global rolled products,,arconic global rolled products,en
arconic manufacturing gb ltd,,arconic manufacturing gb ltd,ro
arcor,,arcor,it
arcos,,arcos,it
arcos sa,,arcos sa,es
arcox,,arcox,ca
arctic scaffolding,,arctic scaffolding,en
arctic scaffolding co,,arctic scaffolding co,en
arcus elektrotechnik,,arcus elektrotechnik,cs
ard contracting inc,,ard contracting inc,en
ard zdf deutschlandradio,,ard zdf deutschlandradio,de
arden dies ltd,,arden dies ltd,af
arden photonics ltd,,arden photonics ltd,en
arden plast,,arden plast,nl
ardennpac,,ardennpac,nl
ardes,,ardes,fr
ardetem sfere,,ardetem sfere,da
area etude nantes,,area etude nantes,ro
area etudes nantes,,area etudes nantes,pt
area sdad coop,,area sdad coop,es
arealti,,arealti,ro
areas,,area,ro
areffekt,,areffekt,no
arelis,,arelis,et
arena event services inc,,arena event services inc,en
arena le cosmopolitain,,arena le cosmopolitain,it
arena one gastronomie gmbh,,arena one gastronomie gmbh,pl
arena one gmbh,,arena one gmbh,it
arenal torreplata sl,,arenal torreplata sl,ca
ares,,are,ro
ares capital,,ares capital,ca
arest,,arest,ro
aresys,,aresys,cy
aresys srl,,aresys srl,en
areva,,areva,sv
areva gmbh,,areva gmbh,ca
areva ta,,areva ta,ca
arevo,,arevo,ro
arevo inc,,arevo inc,it
arex gmbh,,arex gmbh,so
arg,,arg,cy
arg europe ltd,,arg europe ltd,fr
argãelles servicios graficos,,argãelles servicios graficos,es
argantec sl,,argantec sl,ca
arge h202  apron 2 mbnfreytag,,arge h202  apron 2 mbnfreytag,en
arge hallenbau roxeler ingges,,arge hallenbau roxeler ingges,da
arge industrial waste solution,,arge industrial waste solution,en
arge industrial waste solutions,,arge industrial waste solutions,en
arge mbn,,arge mbn,en
arge neubau h210,,arge neubau h210,cy
arge waste solution,,arge waste solution,en
argelles servicios graficos,,argelles servicios graficos,es
argillos,,argillos,et
argo travel group,,argo travel group,fr
argon,,argon,cy
argon consulting,,argon consulting,it
argon measuring solutions,,argon measuring solutions,en
argon measuring solutions nv,,argon measuring solutions nv,en
argosim,,argosim,lt
argus der presse ag,,argus der presse ag,fr
argus fluidtechnik gmbh,,argus fluidtechnik gmbh,de
argyma,,argyma,cy
arhmonia,,arhmonia,cy
ari armaturen albert richter,,ari armaturen albert richter,ro
arial assurances,,arial assurances,it
ariarmaturen albert richter,,ariarmaturen albert richter,de
ariat,,ariat,it
ariba,,ariba,id
ariba france,,ariba france,ca
ariba inc,,ariba inc,sw
aricad,,aricad,es
arie colisee marceau,,arie colisee marceau,ro
ariege fret express,,ariege fret express,fr
aries,,aries,lv
aries alliance dufieux acb,,aries alliance dufieux acb,fr
aries industrial y naval servicios,,aries industrial y naval servicios,es
aries ingenieria y sistemas sa,,aries ingenieria y sistemas sa,af
arihm conseil,,arihm conseil,fr
arinc,,arinc,ro
arinc emea,,arinc emea,ro
arinc incorporated,,arinc incorporated,en
arinc industry activities,,arinc industry activities,en
arinc research corp,,arinc research corp,en
arinc research corp,,arinc research corp,en
arincdirect  arinc incorporat,,arincdirect  arinc incorporat,en
arinko academy gmbh,,arinko academy gmbh,so
arinso france,,arinso france,it
arismore,,arismore,it
arista chambers,,arista chambers,en
arista networks ltd,,arista networks ltd,en
aristee,,aristee,et
aristo graphic france,,aristo graphic france,en
aristo graphic systeme gmbh  co kg,,aristo graphic systeme gmbh  co kg,en
aristo graphic systeme gmbh  co kg,,aristo graphic systeme gmbh  co kg,en
aritex,,aritex,ro
aritex cading,,aritex cading,ro
aritex cading sa,,aritex cading sa,ro
arithnea gmbh,,arithnea gmbh,en
arizona state university,,arizona state university,it
arj construction ltd,,arj construction ltd,fr
arjona cobos ana,,arjona cobos ana,es
arkadin,,arkadin,so
arkadin france,,arkadin france,sv
arkadin germany gmbh,,arkadin germany gmbh,id
arkal,,arkal,so
arkarise business solutions,,arkarise business solutions,en
arkoon,,arkoon,et
arkoon network security,,arkoon network security,en
arku maschinenbau gmbh,,arku maschinenbau gmbh,de
arlt alexander,,arlt alexander,sv
arlt computer gmbh,,arlt computer gmbh,en
arlt ernst gmbh,,arlt ernst gmbh,da
arm,,arm,lv
arm  atlantique regulation mesure,,arm  atlantique regulation mesure,fr
arm limited,,arm limited,sq
arm ltd,,arm ltd,no
arm ltd,,arm ltd,no
armac systems,,armac systems,en
armadillo,,armadillo,so
armar,,armar,ro
armarc sl,,armarc sl,ro
armaturenarnold,,armaturenarnold,ro
armaturenbau gmbh,,armaturenbau gmbh,id
armbruster einrichtungssysteme gmbh,,armbruster einrichtungssysteme gmbh,de
armbruster engineering,,armbruster engineering,no
armbruster engineering gmbh  co kg,,armbruster engineering gmbh  co kg,nl
armbrustschtzenzelt,,armbrustschtzenzelt,de
armbrustschuetzenzelt,,armbrustschuetzenzelt,de
armed forces parliamentary trust,,armed forces parliamentary trust,en
armin haerle reise und transportlog,,armin haerle reise und transportlog,no
armin hamma,,armin hamma,en
armin maierjunker,,armin maierjunker,fi
armines,,armines,et
armor outillage,,armor outillage,en
armstrong insulation products gmbh,,armstrong insulation products gmbh,en
armstrong optical ltd,,armstrong optical ltd,en
armtop,,armtop,lv
arnaud amberg,,arnaud amberg,sv
arndt  expert hifi tv,,arndt  expert hifi tv,no
arndt gmbh  co kg,,arndt gmbh  co kg,en
arndt gmbh und co kg,,arndt gmbh und co kg,en
arndt medizintechnik gmbh,,arndt medizintechnik gmbh,de
arndt memmingen,,arndt memmingen,da
arne riebe edvberatung,,arne riebe edvberatung,da
arne wahlers,,arne wahlers,de
arne wylezol,,arne wylezol,pl
arno arnold gmbh,,arno arnold gmbh,cy
arno marx gmbh,,arno marx gmbh,so
arno werkzeuge,,arno werkzeuge,nl
arnold  porter,,arnold  porter,en
arnold  porter llp,,arnold  porter llp,no
arnold  porter llp dba,,arnold  porter llp dba,da
arnold  porter llppo,,arnold  porter llppo,it
arnold anwaelte,,arnold anwaelte,cy
arnold consult ag,,arnold consult ag,en
arnold hillrich gmbh,,arnold hillrich gmbh,cy
arnold vetter kg foerdertechnik,,arnold vetter kg foerdertechnik,no
arnold werkzeugmaschinen,,arnold werkzeugmaschinen,de
arnotec gmbh,,arnotec gmbh,pl
arntz gmbh  co kg,,arntz gmbh  co kg,pl
arnz flott werkzeugmaschinen gmbh,,arnz flott werkzeugmaschinen gmbh,de
aro traduction,,aro traduction,en
arop,,arop,lv
aros systemhydraulik gmbh,,aros systemhydraulik gmbh,lt
arosa travemuende,,arosa travemuende,pt
arosta nemetallhandelsgesell,,arosta nemetallhandelsgesell,it
arp,,arp,lv
arp datacon gmbh,,arp datacon gmbh,it
arp gmbh,,arp gmbh,lv
arpãâge,,arpãâge,cy
arpege,,arpege,nl
arpege master k,,arpege master k,no
arpeggio acoustic consulting llc,,arpeggio acoustic consulting llc,it
arqis rechtsanwaelte,,arqis rechtsanwaelte,nl
arquimea ingenieria slu,,arquimea ingenieria slu,ro
arri giesstechnik gmbh,,arri giesstechnik gmbh,de
arris composites llc,,arris composites llc,ca
arrk europe,,arrk europe,nl
arrk product development group,,arrk product development group,fr
arrossa,,arrossa,pt
arrow capital solutions,,arrow capital solutions,it
arrow central europe gmbh,,arrow central europe gmbh,en
arrow ecs,,arrow ecs,en
arrow ecs ltd,,arrow ecs ltd,en
arrow electronics,,arrow electronics,en
arrow electronique,,arrow electronique,fr
arrow enterprise computing,,arrow enterprise computing,en
ars musica chor ottobrunn ev,,ars musica chor ottobrunn ev,en
arsag  aerial refueling systems,,arsag  aerial refueling systems,da
arsag international,,arsag international,en
arseg,,arseg,no
arsene,,arsene,no
arsene taxand,,arsene taxand,en
arsenio manila sl,,arsenio manila sl,it
arsio,,arsio,en
arsio gmbh,,arsio gmbh,it
arsio gmbh  ingbãâ¼ro fãâ¼r,,arsio gmbh  ingbãâ¼ro fãâ¼r,pt
arsio gmbh  ingbãro fãr,,arsio gmbh  ingbãro fãr,en
arsio gmbh  ingbuero fuer,,arsio gmbh  ingbuero fuer,es
arsio ing buero fuer,,arsio ing buero fuer,en
arstec gmbh,,arstec gmbh,pl
art  caractre,,art  caractre,ro
art advanced realtime tracking,,art advanced realtime tracking,en
art concept composites,,art concept composites,fr
art directors club verlag gmbh,,art directors club verlag gmbh,en
art emballages sa,,art emballages sa,fr
art et caractere,,art et caractere,fr
art et couleurs,,art et couleurs,fr
art et creation sarl,,art et creation sarl,fr
art et nature af,,art et nature af,fr
art lights kulturservice gmbh,,art lights kulturservice gmbh,en
art maniac,,art maniac,ro
art matters llc,,art matters llc,sv
art tech composites,,art tech composites,en
artcaractere,,artcaractere,ro
artcom ag,,artcom ag,pt
artal technologies,,artal technologies,it
artconstruction gmbh,,artconstruction gmbh,en
artec roffhausen,,artec roffhausen,fr
artech international inc,,artech international inc,en
artedas france,,artedas france,pt
artelia,,artelia,it
artelia batiment  industrie,,artelia batiment  industrie,ro
artelia batiment et industrie,,artelia batiment et industrie,fr
artelia batiment industrie,,artelia batiment industrie,ro
artelia btiment  industrie sas,,artelia btiment  industrie sas,ro
artelia group,,artelia group,en
artelia spain slu,,artelia spain slu,fi
artelia ville  transport,,artelia ville  transport,it
artelia ville et transport,,artelia ville et transport,no
artelys,,artelys,hu
artem information  strategies,,artem information  strategies,en
artemis,,artemis,et
artemis industry association,,artemis industry association,en
artemisia office,,artemisia office,en
artenum,,artenum,ro
artes graficas sedimas slu,,artes graficas sedimas slu,es
artesal,,artesal,es
artesys,,artesys,fr
artful,,artful,ro
arthos team,,arthos team,en
arthosteam,,arthosteam,en
arthotel,,arthotel,en
arthur blick  foreign,,arthur blick  foreign,en
arthur gait and company,,arthur gait and company,en
arthur heinike gmbh,,arthur heinike gmbh,sq
arthur richter service gmbh,,arthur richter service gmbh,en
arthur wulf fassgrosshandlung,,arthur wulf fassgrosshandlung,en
arthus bertrand,,arthus bertrand,en
artic,,artic,it
article 1,,article 1,ro
articulos de viaje y piel martin,,articulos de viaje y piel martin,es
artifex dr lohmann gmbh  co,,artifex dr lohmann gmbh  co,cy
artifex software inc,,artifex software inc,en
artigas sa,,artigas sa,tl
artillo abogados slp,,artillo abogados slp,es
artillo pabon enriqueta,,artillo pabon enriqueta,fr
artis group,,artis group,fr
artisan scientific corporation dba,,artisan scientific corporation dba,it
artisan technology group,,artisan technology group,en
artisense,,artisense,no
artisense gmbh,,artisense gmbh,nl
artko werbetechnik,,artko werbetechnik,de
artois plastiques,,artois plastiques,fr
artronics gmbh,,artronics gmbh,ca
arts,,art,en
arts  metiers,,arts  metiers,nl
arts holding,,arts holding,en
arts holding se,,arts holding se,en
arts solutions gmbh,,arts solutions gmbh,fr
arttic,,arttic,it
arttic sas,,arttic sas,it
artur gevelhoff autolacke gmbh,,artur gevelhoff autolacke gmbh,en
arturo viola iborra,,arturo viola iborra,it
artus,,artus,et
artus sas,,artus sas,lv
artus steuerberatung,,artus steuerberatung,id
artus steuerberatung gmbh  co kg,,artus steuerberatung gmbh  co kg,id
artus steuerberatung gmbh  cokg,,artus steuerberatung gmbh  cokg,id
artvera gmbh  co kg,,artvera gmbh  co kg,pt
arun electricals,,arun electricals,ca
arval,,arval,et
arval service lease,,arval service lease,en
arval service lease sa,,arval service lease sa,en
arvato,,arvato,et
arvato media gmbh,,arvato media gmbh,it
arvato technical information s,,arvato technical information s,en
arvato technical information sa,,arvato technical information sa,en
arvato technical information sl,,arvato technical information sl,en
arwus gmbh,,arwus gmbh,cy
arxan technolgies inc,,arxan technolgies inc,en
arxgeometres gbr,,arxgeometres gbr,ca
aryzta food solutions gmbh,,aryzta food solutions gmbh,en
arztekammer westfalen lippe,,arztekammer westfalen lippe,de
arztekammer westfalenlippe,,arztekammer westfalenlippe,de
arztpraxis udo hahn,,arztpraxis udo hahn,so
as abrechnungsstelle fãr,,as abrechnungsstelle fãr,de
as bardusch gmbh,,as bardusch gmbh,en
as beratung and schulung,,as beratung and schulung,de
as beschichtungstechnik,,as beschichtungstechnik,de
as beschichtungstechnik gmbh  co kg,,as beschichtungstechnik gmbh  co kg,de
as beschichtungstechnik gmbh  co kg,,as beschichtungstechnik gmbh  co kg,de
as elec technologies,,as elec technologies,en
as engineering,,as engineering,af
as scientific products ltd,,as scientific products ltd,en
as3d  alexander smith design,,as3d  alexander smith design,en
asa  associates llp,,asa  associates llp,ca
asa manfred cuiper,,asa manfred cuiper,ro
asa manfred cuiper gmbh,,asa manfred cuiper gmbh,ca
asa market research pvt ltd,,asa market research pvt ltd,en
asa market research pvt ltd,,asa market research pvt ltd,en
asa2002,,asa2002,tl
asador artoa,,asador artoa,pt
asador el corral de la abuela,,asador el corral de la abuela,es
asafe inc,,asafe inc,en
asahi diamond industrial,,asahi diamond industrial,id
asahi diamond industrial europe sas,,asahi diamond industrial europe sas,ro
asak armaturen service gmbh,,asak armaturen service gmbh,en
asana gmbh,,asana gmbh,tl
asana inc,,asana inc,tl
asap,,asap,tl
asap logistics gmbh,,asap logistics gmbh,ca
asb akademie,,asb akademie,id
asb akademie gmbh,,asb akademie gmbh,pl
asb beuck gmbh,,asb beuck gmbh,de
asb trainingszentrum rettungs,,asb trainingszentrum rettungs,de
asbregionalverband dresden ev,,asbregionalverband dresden ev,da
asbs,,asbs,en
asbt umwelt gmbh  co kg,,asbt umwelt gmbh  co kg,pt
asc 2 gmbh,,asc 2 gmbh,pl
asc fine wines,,asc fine wines,en
asc process systems incorporated,,asc process systems incorporated,en
asc2 messe ausstellungsevent gmbh,,asc2 messe ausstellungsevent gmbh,de
ascdt,,ascdt,pt
ascend collection,,ascend collection,en
ascendant strategy management group llc,,ascendant strategy management group llc,en
ascending technologies gmbh,,ascending technologies gmbh,en
ascension patricio sanchez,,ascension patricio sanchez,it
ascensores enor sa,,ascensores enor sa,pt
ascent,,ascent,pt
ascent customer service spain sl,,ascent customer service spain sl,en
ascent integration,,ascent integration,it
ascent integration sas,,ascent integration sas,it
aschbacher hof,,aschbacher hof,de
aschbacher hof gmbh  co kg,,aschbacher hof gmbh  co kg,en
asco,,asco,pt
asco data gesellschaft fãr rechneranwendung,,asco data gesellschaft fãr rechneranwendung,de
asco data gesellschaft fuer rechneranwendung,,asco data gesellschaft fuer rechneranwendung,de
asco deutschland gmbh,,asco deutschland gmbh,de
asco industries nvsa,,asco industries nvsa,en
asco instruments,,asco instruments,pt
asco numatics gmbh,,asco numatics gmbh,pt
ascodero productique,,ascodero productique,fr
ascoger,,ascoger,it
ascom,,ascom,pt
ascon gmbh,,ascon gmbh,en
ascoreal,,ascoreal,it
ascott analytical equipment limited,,ascott analytical equipment limited,it
ascott analytical equipment ltd,,ascott analytical equipment ltd,ca
ascott ltd,,ascott ltd,it
asd,,asd,pt
asd eurospace,,asd eurospace,fr
asdis software ag,,asdis software ag,en
asdis solutions ag,,asdis solutions ag,fr
asdstan,,asdstan,af
asea brown boveri sa,,asea brown boveri sa,en
asea brown boveri sa,,asea brown boveri sa,en
asecos gmbh,,asecos gmbh,es
asei,,asei,et
asei automatisme,,asei automatisme,et
asei esat aryfrance,,asei esat aryfrance,ca
aself  asociacion espanola,,aself  asociacion espanola,es
asempea,,asempea,en
aserti electronic,,aserti electronic,ro
aservo,,aservo,af
aservo software gmbh,,aservo software gmbh,en
asesoria calidad y auditoria sl,,asesoria calidad y auditoria sl,es
asesoria y control en proteccion,,asesoria y control en proteccion,es
asf elektrotechnik,,asf elektrotechnik,cs
asf elektrotechnik gmbh  co kg,,asf elektrotechnik gmbh  co kg,pl
asfordak,,asfordak,no
asforef,,asforef,en
asft industries ab,,asft industries ab,en
asg architekten gmbh,,asg architekten gmbh,nl
asg luftfahrttechnik  sensorik gmbh,,asg luftfahrttechnik  sensorik gmbh,de
asg luftfahrttechnik und,,asg luftfahrttechnik und,de
ashburn consulting llc,,ashburn consulting llc,en
ashburn consulting llc,,ashburn consulting llc,en
ashcroft instruments gmbh,,ashcroft instruments gmbh,en
ashley herbert ltd,,ashley herbert ltd,de
ashley kate hr ltd,,ashley kate hr ltd,en
ashridge,,ashridge,en
